0,0,0,0
1,3,1,4
2,5,1,3
3,8,2,7
4,10,2,8
5,13,3,4
6,15,3,8
7,18,4,9
8,20,4,8
9,23,5,9
10,25,5,4
11,28,6,8
12,30,6,4
13,33,7,2
14,35,7,3
15,38,8,8
16,40,8,7
17,43,9,1
18,45,9,4
19,48,10,9
20,50,10,1
21,53,11,3
22,55,11,3
23,58,12,5
24,60,12,5
25,63,13,8
26,65,13,9
27,68,14,3
28,70,14,7
29,73,15,7
30,75,15,2
31,78,16,7
32,80,16,6
33,83,17,3
34,85,17,2
35,88,18,8
36,90,18,1
37,93,19,8
38,95,19,3
39,98,20,4
40,100,20,3
41,103,21,5
42,105,21,5
43,108,22,9
44,110,22,8
45,113,23,5
46,115,23,2
47,118,24,6
48,120,24,4
49,123,25,7
50,125,25,6
51,128,26,5
52,130,26,3
53,133,27,5
54,135,27,6
55,138,28,4
56,140,28,8
57,143,29,5
58,145,29,1
59,148,30,4
60,150,30,7
61,153,31,6
62,155,31,7
63,158,32,6
64,160,32,6
65,163,33,6
66,165,33,3
67,168,34,2
68,170,34,5
69,173,35,4
70,175,35,1
71,178,36,7
72,180,36,9
73,183,37,4
74,185,37,2
75,188,38,6
76,190,38,7
77,193,39,1
78,195,39,1
79,198,40,3
80,200,40,8
81,203,41,2
82,205,41,4
83,208,42,9
84,210,42,6
85,213,43,6
86,215,43,2
87,218,44,6
88,220,44,5
89,223,45,6
90,225,45,3
91,228,46,6
92,230,46,3
93,233,47,8
94,235,47,8
95,238,48,3
96,240,48,2
97,243,49,4
98,245,49,4
99,248,50,5
100,250,50,1
101,253,51,2
102,255,51,7
103,258,52,7
104,260,52,7
105,263,53,6
106,265,53,2
107,268,54,6
108,270,54,7
109,273,55,4
110,275,55,7
111,278,56,5
112,280,56,8
113,283,57,7
114,285,57,8
115,288,58,7
116,290,58,8
117,293,59,9
118,295,59,6
119,298,60,4
120,300,60,1
121,303,61,4
122,305,61,3
123,308,62,8
124,310,62,1
125,313,63,1
126,315,63,2
127,318,64,1
128,320,64,7
129,323,65,3
130,325,65,5
131,328,66,7
132,330,66,8
133,333,67,8
134,335,67,6
135,338,68,8
136,340,68,2
137,343,69,4
138,345,69,4
139,348,70,4
140,350,70,2
141,353,71,3
142,355,71,9
143,358,72,7
144,360,72,2
145,363,73,8
146,365,73,9
147,368,74,9
148,370,74,3
149,373,75,3
150,375,75,2
151,378,76,3
152,380,76,6
153,383,77,7
154,385,77,2
155,388,78,5
156,390,78,7
157,393,79,1
158,395,79,9
159,398,80,4
160,400,80,6
161,403,81,5
162,405,81,8
163,408,82,2
164,410,82,3
165,413,83,1
166,415,83,8
167,418,84,4
168,420,84,1
169,423,85,4
170,425,85,3
171,428,86,6
172,430,86,6
173,433,87,8
174,435,87,6
175,438,88,2
176,440,88,6
177,443,89,8
178,445,89,7
179,448,90,3
180,450,90,4
181,453,91,8
182,455,91,3
183,458,92,3
184,460,92,7
185,463,93,9
186,465,93,2
187,468,94,2
188,470,94,1
189,473,95,6
190,475,95,8
191,478,96,3
192,480,96,4
193,483,97,9
194,485,97,7
195,488,98,1
196,490,98,2
197,493,99,4
198,495,99,1
199,498,100,9
200,500,100,5
201,503,101,5
202,505,101,4
203,508,102,4
204,510,102,2
205,513,103,4
206,515,103,5
207,518,104,3
208,520,104,2
209,523,105,9
210,525,105,7
211,528,106,7
212,530,106,7
213,533,107,5
214,535,107,9
215,538,108,6
216,540,108,9
217,543,109,5
218,545,109,7
219,548,110,3
220,550,110,9
221,553,111,3
222,555,111,3
223,558,112,1
224,560,112,4
225,563,113,3
226,565,113,1
227,568,114,1
228,570,114,6
229,573,115,5
230,575,115,6
231,578,116,6
232,580,116,5
233,583,117,5
234,585,117,9
235,588,118,5
236,590,118,1
237,593,119,8
238,595,119,9
239,598,120,7
240,600,120,6
241,603,121,5
242,605,121,8
243,608,122,3
244,610,122,7
245,613,123,4
246,615,123,3
247,618,124,1
248,620,124,9
249,623,125,3
250,625,125,2
251,628,126,6
252,630,126,6
253,633,127,3
254,635,127,5
255,638,128,6
256,640,128,9
257,643,129,3
258,645,129,7
259,648,130,9
260,650,130,7
261,653,131,8
262,655,131,4
263,658,132,7
264,660,132,7
265,663,133,8
266,665,133,1
267,668,134,6
268,670,134,8
269,673,135,1
270,675,135,8
271,678,136,8
272,680,136,2
273,683,137,1
274,685,137,6
275,688,138,6
276,690,138,5
277,693,139,5
278,695,139,5
279,698,140,1
280,700,140,8
281,703,141,6
282,705,141,9
283,708,142,3
284,710,142,6
285,713,143,2
286,715,143,4
287,718,144,3
288,720,144,7
289,723,145,7
290,725,145,9
291,728,146,3
292,730,146,2
293,733,147,9
294,735,147,9
295,738,148,3
296,740,148,7
297,743,149,2
298,745,149,4
299,748,150,9
300,750,150,3
301,753,151,4
302,755,151,3
303,758,152,7
304,760,152,1
305,763,153,8
306,765,153,4
307,768,154,7
308,770,154,9
309,773,155,5
310,775,155,8
311,778,156,6
312,780,156,5
313,783,157,6
314,785,157,9
315,788,158,6
316,790,158,9
317,793,159,2
318,795,159,9
319,798,160,8
320,800,160,5
321,803,161,1
322,805,161,4
323,808,162,6
324,810,162,7
325,813,163,1
326,815,163,1
327,818,164,6
328,820,164,8
329,823,165,7
330,825,165,6
331,828,166,6
332,830,166,6
333,833,167,3
334,835,167,6
335,838,168,1
336,840,168,5
337,843,169,2
338,845,169,4
339,848,170,2
340,850,170,3
341,853,171,4
342,855,171,6
343,858,172,3
344,860,172,3
345,863,173,7
346,865,173,7
347,868,174,6
348,870,174,6
349,873,175,3
350,875,175,9
351,878,176,6
352,880,176,1
353,883,177,8
354,885,177,8
355,888,178,4
356,890,178,8
357,893,179,5
358,895,179,2
359,898,180,6
360,900,180,8
361,903,181,3
362,905,181,8
363,908,182,5
364,910,182,4
365,913,183,3
366,915,183,2
367,918,184,9
368,920,184,8
369,923,185,8
370,925,185,2
371,928,186,3
372,930,186,1
373,933,187,9
374,935,187,9
375,938,188,2
376,940,188,9
377,943,189,5
378,945,189,9
379,948,190,6
380,950,190,2
381,953,191,9
382,955,191,7
383,958,192,5
384,960,192,7
385,963,193,1
386,965,193,5
387,968,194,2
388,970,194,1
389,973,195,5
390,975,195,1
391,978,196,9
392,980,196,7
393,983,197,4
394,985,197,7
395,988,198,7
396,990,198,3
397,993,199,2
398,995,199,1
399,998,200,5
400,1000,200,2
401,1003,201,5
402,1005,201,1
403,1008,202,2
404,1010,202,2
405,1013,203,5
406,1015,203,8
407,1018,204,8
408,1020,204,6
409,1023,205,9
410,1025,205,5
411,1028,206,3
412,1030,206,2
413,1033,207,9
414,1035,207,6
415,1038,208,5
416,1040,208,9
417,1043,209,3
418,1045,209,7
419,1048,210,7
420,1050,210,6
421,1053,211,4
422,1055,211,6
423,1058,212,5
424,1060,212,8
425,1063,213,8
426,1065,213,6
427,1068,214,8
428,1070,214,1
429,1073,215,3
430,1075,215,4
431,1078,216,7
432,1080,216,1
433,1083,217,8
434,1085,217,9
435,1088,218,2
436,1090,218,1
437,1093,219,4
438,1095,219,3
439,1098,220,6
440,1100,220,1
441,1103,221,2
442,1105,221,4
443,1108,222,6
444,1110,222,4
445,1113,223,2
446,1115,223,8
447,1118,224,8
448,1120,224,7
449,1123,225,7
450,1125,225,8
451,1128,226,6
452,1130,226,4
453,1133,227,4
454,1135,227,3
455,1138,228,5
456,1140,228,8
457,1143,229,2
458,1145,229,3
459,1148,230,2
460,1150,230,7
461,1153,231,1
462,1155,231,3
463,1158,232,7
464,1160,232,4
465,1163,233,4
466,1165,233,2
467,1168,234,9
468,1170,234,2
469,1173,235,6
470,1175,235,5
471,1178,236,7
472,1180,236,4
473,1183,237,2
474,1185,237,6
475,1188,238,1
476,1190,238,4
477,1193,239,4
478,1195,239,7
479,1198,240,6
480,1200,240,8
481,1203,241,2
482,1205,241,8
483,1208,242,1
484,1210,242,9
485,1213,243,9
486,1215,243,9
487,1218,244,9
488,1220,244,2
489,1223,245,5
490,1225,245,6
491,1228,246,7
492,1230,246,9
493,1233,247,9
494,1235,247,5
495,1238,248,2
496,1240,248,5
497,1243,249,8
498,1245,249,3
499,1248,250,9
500,1250,250,5
501,1253,251,7
502,1255,251,8
503,1258,252,8
504,1260,252,7
505,1263,253,2
506,1265,253,6
507,1268,254,9
508,1270,254,1
509,1273,255,4
510,1275,255,1
511,1278,256,3
512,1280,256,3
513,1283,257,4
514,1285,257,5
515,1288,258,3
516,1290,258,9
517,1293,259,6
518,1295,259,8
519,1298,260,4
520,1300,260,5
521,1303,261,8
522,1305,261,8
523,1308,262,9
524,1310,262,7
525,1313,263,5
526,1315,263,2
527,1318,264,7
528,1320,264,5
529,1323,265,3
530,1325,265,5
531,1328,266,8
532,1330,266,3
533,1333,267,3
534,1335,267,8
535,1338,268,7
536,1340,268,2
537,1343,269,1
538,1345,269,6
539,1348,270,7
540,1350,270,2
541,1353,271,8
542,1355,271,6
543,1358,272,4
544,1360,272,2
545,1363,273,4
546,1365,273,3
547,1368,274,9
548,1370,274,4
549,1373,275,6
550,1375,275,6
551,1378,276,3
552,1380,276,5
553,1383,277,6
554,1385,277,7
555,1388,278,6
556,1390,278,5
557,1393,279,8
558,1395,279,7
559,1398,280,8
560,1400,280,7
561,1403,281,3
562,1405,281,6
563,1408,282,4
564,1410,282,2
565,1413,283,4
566,1415,283,5
567,1418,284,7
568,1420,284,8
569,1423,285,3
570,1425,285,9
571,1428,286,7
572,1430,286,6
573,1433,287,8
574,1435,287,1
575,1438,288,6
576,1440,288,2
577,1443,289,7
578,1445,289,4
579,1448,290,6
580,1450,290,2
581,1453,291,3
582,1455,291,2
583,1458,292,8
584,1460,292,3
585,1463,293,3
586,1465,293,6
587,1468,294,8
588,1470,294,4
589,1473,295,5
590,1475,295,9
591,1478,296,2
592,1480,296,4
593,1483,297,4
594,1485,297,3
595,1488,298,1
596,1490,298,7
597,1493,299,7
598,1495,299,5
599,1498,300,5
600,1500,300,9
601,1503,301,7
602,1505,301,4
603,1508,302,4
604,1510,302,8
605,1513,303,6
606,1515,303,7
607,1518,304,8
608,1520,304,5
609,1523,305,9
610,1525,305,1
611,1528,306,9
612,1530,306,8
613,1533,307,6
614,1535,307,9
615,1538,308,2
616,1540,308,6
617,1543,309,7
618,1545,309,5
619,1548,310,8
620,1550,310,3
621,1553,311,2
622,1555,311,8
623,1558,312,1
624,1560,312,9
625,1563,313,7
626,1565,313,5
627,1568,314,4
628,1570,314,9
629,1573,315,7
630,1575,315,2
631,1578,316,6
632,1580,316,1
633,1583,317,5
634,1585,317,5
635,1588,318,9
636,1590,318,6
637,1593,319,3
638,1595,319,5
639,1598,320,7
640,1600,320,2
641,1603,321,9
642,1605,321,6
643,1608,322,6
644,1610,322,2
645,1613,323,3
646,1615,323,9
647,1618,324,9
648,1620,324,6
649,1623,325,4
650,1625,325,8
651,1628,326,3
652,1630,326,9
653,1633,327,1
654,1635,327,3
655,1638,328,1
656,1640,328,6
657,1643,329,5
658,1645,329,2
659,1648,330,2
660,1650,330,3
661,1653,331,6
662,1655,331,4
663,1658,332,8
664,1660,332,1
665,1663,333,2
666,1665,333,9
667,1668,334,4
668,1670,334,6
669,1673,335,1
670,1675,335,2
671,1678,336,6
672,1680,336,5
673,1683,337,2
674,1685,337,8
675,1688,338,3
676,1690,338,9
677,1693,339,4
678,1695,339,6
679,1698,340,7
680,1700,340,1
681,1703,341,5
682,1705,341,9
683,1708,342,9
684,1710,342,4
685,1713,343,5
686,1715,343,2
687,1718,344,3
688,1720,344,4
689,1723,345,1
690,1725,345,8
691,1728,346,6
692,1730,346,7
693,1733,347,5
694,1735,347,2
695,1738,348,8
696,1740,348,2
697,1743,349,4
698,1745,349,2
699,1748,350,6
700,1750,350,2
701,1753,351,2
702,1755,351,2
703,1758,352,5
704,1760,352,8
705,1763,353,4
706,1765,353,6
707,1768,354,6
708,1770,354,2
709,1773,355,6
710,1775,355,8
711,1778,356,4
712,1780,356,8
713,1783,357,3
714,1785,357,4
715,1788,358,3
716,1790,358,9
717,1793,359,2
718,1795,359,7
719,1798,360,4
720,1800,360,9
721,1803,361,1
722,1805,361,4
723,1808,362,4
724,1810,362,2
725,1813,363,9
726,1815,363,3
727,1818,364,9
728,1820,364,8
729,1823,365,7
730,1825,365,7
731,1828,366,8
732,1830,366,4
733,1833,367,4
734,1835,367,7
735,1838,368,3
736,1840,368,3
737,1843,369,1
738,1845,369,2
739,1848,370,2
740,1850,370,5
741,1853,371,9
742,1855,371,8
743,1858,372,6
744,1860,372,4
745,1863,373,8
746,1865,373,4
747,1868,374,6
748,1870,374,5
749,1873,375,8
750,1875,375,3
751,1878,376,5
752,1880,376,5
753,1883,377,9
754,1885,377,8
755,1888,378,2
756,1890,378,9
757,1893,379,6
758,1895,379,5
759,1898,380,1
760,1900,380,2
761,1903,381,6
762,1905,381,1
763,1908,382,3
764,1910,382,9
765,1913,383,9
766,1915,383,5
767,1918,384,2
768,1920,384,3
769,1923,385,4
770,1925,385,7
771,1928,386,5
772,1930,386,7
773,1933,387,8
774,1935,387,4
775,1938,388,2
776,1940,388,9
777,1943,389,1
778,1945,389,5
779,1948,390,9
780,1950,390,5
781,1953,391,9
782,1955,391,6
783,1958,392,6
784,1960,392,3
785,1963,393,5
786,1965,393,4
787,1968,394,9
788,1970,394,6
789,1973,395,6
790,1975,395,4
791,1978,396,5
792,1980,396,7
793,1983,397,8
794,1985,397,9
795,1988,398,3
796,1990,398,9
797,1993,399,4
798,1995,399,5
799,1998,400,7
800,2000,400,1
801,2003,401,3
802,2005,401,2
803,2008,402,6
804,2010,402,7
805,2013,403,5
806,2015,403,4
807,2018,404,6
808,2020,404,7
809,2023,405,1
810,2025,405,6
811,2028,406,8
812,2030,406,7
813,2033,407,6
814,2035,407,5
815,2038,408,4
816,2040,408,1
817,2043,409,6
818,2045,409,2
819,2048,410,3
820,2050,410,3
821,2053,411,6
822,2055,411,6
823,2058,412,8
824,2060,412,9
825,2063,413,9
826,2065,413,6
827,2068,414,9
828,2070,414,7
829,2073,415,8
830,2075,415,4
831,2078,416,8
832,2080,416,4
833,2083,417,6
834,2085,417,2
835,2088,418,3
836,2090,418,8
837,2093,419,1
838,2095,419,8
839,2098,420,4
840,2100,420,5
841,2103,421,5
842,2105,421,5
843,2108,422,5
844,2110,422,7
845,2113,423,6
846,2115,423,5
847,2118,424,9
848,2120,424,2
849,2123,425,6
850,2125,425,1
851,2128,426,9
852,2130,426,9
853,2133,427,9
854,2135,427,1
855,2138,428,5
856,2140,428,9
857,2143,429,7
858,2145,429,3
859,2148,430,9
860,2150,430,5
861,2153,431,2
862,2155,431,5
863,2158,432,5
864,2160,432,4
865,2163,433,9
866,2165,433,1
867,2168,434,9
868,2170,434,1
869,2173,435,8
870,2175,435,9
871,2178,436,1
872,2180,436,5
873,2183,437,4
874,2185,437,8
875,2188,438,1
876,2190,438,9
877,2193,439,8
878,2195,439,6
879,2198,440,1
880,2200,440,9
881,2203,441,1
882,2205,441,3
883,2208,442,5
884,2210,442,9
885,2213,443,1
886,2215,443,6
887,2218,444,3
888,2220,444,3
889,2223,445,5
890,2225,445,9
891,2228,446,1
892,2230,446,3
893,2233,447,1
894,2235,447,7
895,2238,448,3
896,2240,448,4
897,2243,449,6
898,2245,449,4
899,2248,450,9
900,2250,450,8
901,2253,451,6
902,2255,451,4
903,2258,452,9
904,2260,452,2
905,2263,453,8
906,2265,453,5
907,2268,454,2
908,2270,454,5
909,2273,455,4
910,2275,455,1
911,2278,456,6
912,2280,456,6
913,2283,457,5
914,2285,457,6
915,2288,458,9
916,2290,458,1
917,2293,459,8
918,2295,459,5
919,2298,460,3
920,2300,460,3
921,2303,461,4
922,2305,461,1
923,2308,462,3
924,2310,462,2
925,2313,463,2
926,2315,463,2
927,2318,464,3
928,2320,464,5
929,2323,465,7
930,2325,465,9
931,2328,466,5
932,2330,466,3
933,2333,467,4
934,2335,467,3
935,2338,468,9
936,2340,468,2
937,2343,469,9
938,2345,469,7
939,2348,470,6
940,2350,470,9
941,2353,471,1
942,2355,471,4
943,2358,472,7
944,2360,472,3
945,2363,473,3
946,2365,473,7
947,2368,474,5
948,2370,474,1
949,2373,475,9
950,2375,475,8
951,2378,476,8
952,2380,476,1
953,2383,477,8
954,2385,477,8
955,2388,478,8
956,2390,478,3
957,2393,479,8
958,2395,479,9
959,2398,480,7
960,2400,480,1
961,2403,481,4
962,2405,481,9
963,2408,482,3
964,2410,482,2
965,2413,483,1
966,2415,483,8
967,2418,484,2
968,2420,484,7
969,2423,485,4
970,2425,485,3
971,2428,486,8
972,2430,486,2
973,2433,487,1
974,2435,487,3
975,2438,488,5
976,2440,488,1
977,2443,489,1
978,2445,489,4
979,2448,490,8
980,2450,490,9
981,2453,491,3
982,2455,491,9
983,2458,492,5
984,2460,492,1
985,2463,493,8
986,2465,493,7
987,2468,494,1
988,2470,494,3
989,2473,495,5
990,2475,495,4
991,2478,496,4
992,2480,496,6
993,2483,497,8
994,2485,497,4
995,2488,498,8
996,2490,498,3
997,2493,499,4
998,2495,499,1
999,2498,500,2
1000,2500,500,7
1001,2503,501,5
1002,2505,501,1
1003,2508,502,3
1004,2510,502,8
1005,2513,503,9
1006,2515,503,1
1007,2518,504,3
1008,2520,504,1
1009,2523,505,5
1010,2525,505,5
1011,2528,506,5
1012,2530,506,1
1013,2533,507,9
1014,2535,507,4
1015,2538,508,3
1016,2540,508,3
1017,2543,509,5
1018,2545,509,9
1019,2548,510,3
1020,2550,510,9
1021,2553,511,1
1022,2555,511,6
1023,2558,512,5
1024,2560,512,9
1025,2563,513,5
1026,2565,513,1
1027,2568,514,9
1028,2570,514,8
1029,2573,515,6
1030,2575,515,6
1031,2578,516,7
1032,2580,516,8
1033,2583,517,5
1034,2585,517,1
1035,2588,518,3
1036,2590,518,2
1037,2593,519,6
1038,2595,519,6
1039,2598,520,4
1040,2600,520,5
1041,2603,521,6
1042,2605,521,9
1043,2608,522,9
1044,2610,522,1
1045,2613,523,9
1046,2615,523,6
1047,2618,524,2
1048,2620,524,9
1049,2623,525,6
1050,2625,525,7
1051,2628,526,8
